"lambda","Cabs","Csca","g"
7.74e-06,4.34499702005088e-09,1.47915540462721e-08,0.907749442013108
7.76e-06,4.35283272568496e-09,1.47837104355943e-08,0.90783910233338
7.78e-06,4.36061219611809e-09,1.47759448845363e-08,0.907927683513269
7.8e-06,4.36832878909582e-09,1.47682288957827e-08,0.908015775993346
7.82e-06,4.37598655127516e-09,1.47605927031294e-08,0.908103921317329
7.84e-06,4.38358868362531e-09,1.47529710076867e-08,0.908190712634399
7.86e-06,4.39112486373761e-09,1.47454507540807e-08,0.908277081391034
7.88e-06,4.39860628957229e-09,1.47379214813143e-08,0.908363160595917
7.9e-06,4.4060260519944e-09,1.47304904038529e-08,0.908448593754974
7.92e-06,4.41338987485899e-09,1.47231610900884e-08,0.908533330124827
7.94e-06,4.42069425267532e-09,1.471587620759e-08,0.908617396376339
7.96e-06,4.42794496624759e-09,1.47086035146191e-08,0.908700645101265
7.98e-06,4.4351359748048e-09,1.47014034679635e-08,0.908783714705634
8e-06,4.44226619717209e-09,1.46942697894153e-08,0.908865939248179
8.02e-06,4.44934312310771e-09,1.46872319312978e-08,0.908948147428689
8.04e-06,4.45636052868455e-09,1.46801804450674e-08,0.909029122513318
8.06e-06,4.46332111402954e-09,1.46732404708332e-08,0.909109811949089
8.08e-06,4.4702325628823e-09,1.4666327196613e-08,0.909190119937454
8.1e-06,4.47707966136058e-09,1.4659457535281e-08,0.909269666473713
8.12e-06,4.48387599147131e-09,1.46526509684494e-08,0.909348556011677
8.14e-06,4.49061576327665e-09,1.46459218713825e-08,0.909427099699822
8.16e-06,4.49729989450561e-09,1.46392141813236e-08,0.909504799932707
8.18e-06,4.50392531522901e-09,1.4632610684119e-08,0.909582148385565
8.2e-06,4.51049857923611e-09,1.4626050436974e-08,0.909658735472456
8.22e-06,4.51702067828084e-09,1.46195291893223e-08,0.909734891338812
8.24e-06,4.52348848473686e-09,1.46130499941687e-08,0.909810154875848
8.26e-06,4.52990076172798e-09,1.46066574875332e-08,0.909885271405625
8.28e-06,4.53625902498617e-09,1.46002779387087e-08,0.909959731882609
8.3e-06,4.54256979718952e-09,1.45939892638906e-08,0.910033638266899
8.32e-06,4.54881953561081e-09,1.45877120731073e-08,0.910106809045303
8.34e-06,4.55501942498913e-09,1.45815169207431e-08,0.910179740216842
8.36e-06,4.56116522833936e-09,1.45754082350679e-08,0.910251995990645
8.38e-06,4.56726556049014e-09,1.45692531570072e-08,0.910323137732886
8.4e-06,4.57330804074182e-09,1.45632600646826e-08,0.91039439287516
8.42e-06,4.57929774238514e-09,1.4557253726162e-08,0.910465080002658
8.44e-06,4.58524029766566e-09,1.45513239246942e-08,0.910535266033785
8.46e-06,4.59113053497061e-09,1.45454243314123e-08,0.910604522943088
8.48e-06,4.59696683756187e-09,1.45395602679791e-08,0.910673368397252
8.5e-06,4.60275300987504e-09,1.45337616501043e-08,0.91074156388423
8.52e-06,4.60849294321551e-09,1.45280622111021e-08,0.910809332950489
8.54e-06,4.61417946798668e-09,1.45223620676329e-08,0.910877058831558
8.56e-06,4.61981980320621e-09,1.45167465087333e-08,0.910943637205128
8.58e-06,4.62540757048801e-09,1.45111563415717e-08,0.911009957018648
8.6e-06,4.63094618592995e-09,1.450560398512e-08,0.91107545210654
8.62e-06,4.63643409833861e-09,1.45001142092674e-08,0.91114064167746
8.64e-06,4.64187671188194e-09,1.44946596377598e-08,0.91120540455057
8.66e-06,4.64727011971473e-09,1.44892825461886e-08,0.911269449649251
8.68e-06,4.65261118656053e-09,1.44839286399324e-08,0.911333356525589
8.7e-06,4.65790910450196e-09,1.44786372496348e-08,0.911395820599896
8.72e-06,4.66315433774181e-09,1.44733554896877e-08,0.911458179927885
8.74e-06,4.66835747742218e-09,1.44682074690162e-08,0.911520839557768
8.76e-06,4.67351252737754e-09,1.44630412794412e-08,0.911582000115644
8.78e-06,4.67861591350541e-09,1.44579144776351e-08,0.911643175161531
8.8e-06,4.68367850452049e-09,1.44528737220273e-08,0.911703478233242
8.82e-06,4.68869109743089e-09,1.44478598356647e-08,0.911763398440483
8.84e-06,4.69365882857943e-09,1.44428773824247e-08,0.911822968396096
8.86e-06,4.69857800244931e-09,1.44379447976416e-08,0.911881607385936
8.88e-06,4.70345068992689e-09,1.44330988580628e-08,0.911939793252103
8.9e-06,4.708280660754e-09,1.44282622928818e-08,0.911997603861718
8.92e-06,4.7130677342764e-09,1.44234690158596e-08,0.91205531077744
8.94e-06,4.7178050914128e-09,1.44187340662187e-08,0.912112197339704
8.96e-06,4.72249968910246e-09,1.44140131106072e-08,0.91216880954289
8.98e-06,4.72714781604781e-09,1.44093928172794e-08,0.912223930979164
9e-06,4.73175342709078e-09,1.44047678645753e-08,0.912279892694978
9.02e-06,4.73631252588137e-09,1.44002422617524e-08,0.912334499770889
9.04e-06,4.74083147987683e-09,1.43957207330433e-08,0.912388965544938
9.06e-06,4.74530516931397e-09,1.43912472221946e-08,0.912442852366905
9.08e-06,4.74973356159366e-09,1.43868231818479e-08,0.91249637014036
9.1e-06,4.75412143955323e-09,1.43824311682904e-08,0.912549401804474
9.12e-06,4.75846428215543e-09,1.43780816206435e-08,0.912601701035018
9.14e-06,4.76276609016634e-09,1.43737574800601e-08,0.912653876162107
9.16e-06,4.76702556366401e-09,1.43695350634937e-08,0.912704929485739
9.18e-06,4.7712382107079e-09,1.4365305007502e-08,0.912756372283367
9.2e-06,4.77541228493511e-09,1.43611435865823e-08,0.912806492422344
9.22e-06,4.77954649497913e-09,1.43569831838602e-08,0.912856518551663
9.24e-06,4.78363404048206e-09,1.43529126964384e-08,0.912906588538324
9.26e-06,4.78768888232184e-09,1.434885808415e-08,0.912955385376904
9.28e-06,4.79169595080328e-09,1.43448535477312e-08,0.913004122530842
9.3e-06,4.79566419282387e-09,1.43408942962403e-08,0.91305217706539
9.32e-06,4.79958909412421e-09,1.43369653425038e-08,0.913099839032239
9.34e-06,4.80347761039756e-09,1.43330503754129e-08,0.913146988383152
9.36e-06,4.80732217500998e-09,1.43291959905267e-08,0.913193586816428
9.38e-06,4.81112748613362e-09,1.43253962212744e-08,0.913239992390124
9.4e-06,4.81489389136324e-09,1.43216337845739e-08,0.913286058139059
9.42e-06,4.81861911658643e-09,1.43179268417086e-08,0.913331309664686
9.44e-06,4.82231163827555e-09,1.43142439294875e-08,0.913376153324302
9.46e-06,4.8259582547842e-09,1.431056919444e-08,0.913420484887327
9.48e-06,4.82956541177866e-09,1.43069776966804e-08,0.913464837735405
9.5e-06,4.83313700406913e-09,1.43034081924172e-08,0.913508113837473
9.52e-06,4.83666941114144e-09,1.42998756863077e-08,0.913551158473392
9.54e-06,4.8401620897032e-09,1.42963913788303e-08,0.913593631499643
9.56e-06,4.84361805199438e-09,1.42929295671453e-08,0.913636316020864
9.58e-06,4.8470368602992e-09,1.42894953008097e-08,0.913677730158009
9.6e-06,4.85041463594289e-09,1.42861551759805e-08,0.913719245871451
9.62e-06,4.85375947380651e-09,1.42828048918859e-08,0.91375992200588
9.64e-06,4.85706470447618e-09,1.42795056230525e-08,0.913800417472961
9.66e-06,4.86033259835858e-09,1.42762238997695e-08,0.913840748240781
9.68e-06,4.86356208354685e-09,1.42729778889449e-08,0.913880370202966
9.7e-06,4.86675847045053e-09,1.42697780847673e-08,0.913919411003507
9.72e-06,4.86991612093024e-09,1.42666148801258e-08,0.913958117061771
9.74e-06,4.87303987177501e-09,1.42634895596718e-08,0.913996325876305
9.76e-06,4.87612639111331e-09,1.42604272655892e-08,0.914034210316357
9.78e-06,4.87917497841622e-09,1.42573614621961e-08,0.914071775196289
9.8e-06,4.88219026912253e-09,1.42543436863842e-08,0.914108496570409
9.82e-06,4.88516799279515e-09,1.42513551263704e-08,0.914145438951478
9.84e-06,4.88811238147263e-09,1.42484277265936e-08,0.914181647032327
9.86e-06,4.89102311900914e-09,1.4245550997026e-08,0.914217484032505
9.88e-06,4.89389214229153e-09,1.42426827992222e-08,0.914252376634569
9.9e-06,4.89673545627981e-09,1.42398551893416e-08,0.914288123448249
9.92e-06,4.8995372110195e-09,1.42370391084244e-08,0.914322024303592
9.94e-06,4.90230727984969e-09,1.42342549595348e-08,0.914356371892365
9.96e-06,4.90504260632916e-09,1.42314902367687e-08,0.91439007580316
9.98e-06,4.90774782344218e-09,1.42287645701469e-08,0.914423287557096
1e-05,4.91041551021708e-09,1.42261254693838e-08,0.914456368409017
1.002e-05,4.91305060632232e-09,1.4223489444586e-08,0.91448905868589
1.004e-05,4.91565341997365e-09,1.4220895128705e-08,0.914520995427582
1.006e-05,4.91821959209137e-09,1.42183344479311e-08,0.914552488305391
1.008e-05,4.92075808683485e-09,1.4215771704862e-08,0.914584045237828
1.01e-05,4.92326078303248e-09,1.42132860953051e-08,0.914614693595587
1.012e-05,4.92572977887939e-09,1.42108226125575e-08,0.914645334485524
1.014e-05,4.92816969909385e-09,1.4208380460809e-08,0.914675505012341
1.016e-05,4.93057341921525e-09,1.42059703728742e-08,0.914705237256065
1.018e-05,4.93294913984761e-09,1.42036100348722e-08,0.914734801322135
1.02e-05,4.93528870803858e-09,1.42012566127515e-08,0.914763498542252
1.022e-05,4.93759680537773e-09,1.41989563846885e-08,0.914792258961831
1.024e-05,4.93987794106846e-09,1.41966731128323e-08,0.914820922926122
1.026e-05,4.94212472111377e-09,1.41944105367537e-08,0.914848305126401
1.028e-05,4.94433635887031e-09,1.41922059268307e-08,0.91487547476159
1.03e-05,4.9465249459653e-09,1.41900278553706e-08,0.91490290343511
1.032e-05,4.94867818702529e-09,1.41878500071335e-08,0.914929561570982
1.034e-05,4.95079909575289e-09,1.41857471077988e-08,0.914955824489684
1.036e-05,4.9528914527692e-09,1.41836591413032e-08,0.914982000470618
1.038e-05,4.95495480351013e-09,1.41816088322052e-08,0.915007602694065
1.04e-05,4.95698674488163e-09,1.41795770965965e-08,0.915032860034268
1.042e-05,4.9589866999798e-09,1.41775625197922e-08,0.915057545562197
1.044e-05,4.9609594947685e-09,1.41755732376191e-08,0.915082226924438
1.046e-05,4.96290311099589e-09,1.4173633089868e-08,0.915106220878644
1.048e-05,4.96481658021299e-09,1.4171716646141e-08,0.915129987613241
1.05e-05,4.96670034311737e-09,1.41698235543523e-08,0.915153418546257
1.052e-05,4.96855310620126e-09,1.41679887455657e-08,0.9151766738128
1.054e-05,4.97038293291312e-09,1.41661574881604e-08,0.915199262127179
1.056e-05,4.97217399676032e-09,1.41643796501e-08,0.915221476354561
1.058e-05,4.97394542464807e-09,1.41626232079798e-08,0.915243302003371
1.06e-05,4.97568364610027e-09,1.41608571172188e-08,0.91526502468644
1.062e-05,4.9773953952649e-09,1.41591526657658e-08,0.915286750932442
1.064e-05,4.97907639330521e-09,1.41574664223779e-08,0.91530764027098
1.066e-05,4.98073141757593e-09,1.41558429152049e-08,0.915328238015109
1.068e-05,4.98235633907434e-09,1.41541874481631e-08,0.915348532483007
1.07e-05,4.98395679816924e-09,1.41525760592842e-08,0.915368492909346
1.072e-05,4.98552647598927e-09,1.41510297957684e-08,0.915387834732714
1.074e-05,4.98707405308552e-09,1.41494760811939e-08,0.915406862528915
1.076e-05,4.98859106317874e-09,1.41479563743607e-08,0.915425954842512
1.078e-05,4.9900769987271e-09,1.41464699233357e-08,0.91544459880821
1.08e-05,4.99153828818297e-09,1.4144985186138e-08,0.915462973930238
1.082e-05,4.99297365818763e-09,1.41435802906884e-08,0.915480832942061
1.084e-05,4.99438206192622e-09,1.41421556290148e-08,0.915498775035226
1.086e-05,4.99576510081376e-09,1.41407650468011e-08,0.915515927549309
1.088e-05,4.99712125579727e-09,1.41394552897398e-08,0.915532428664873
1.09e-05,4.99845330895229e-09,1.41380612942907e-08,0.915549382888646
1.092e-05,4.999754064061e-09,1.41368165062612e-08,0.915565903100081
1.094e-05,5.00103066756954e-09,1.41355080768566e-08,0.915581364578045
1.096e-05,5.00228472321322e-09,1.41342520701613e-08,0.915597380148789
1.098e-05,5.00350938938276e-09,1.41330396822012e-08,0.915612458114145
1.1e-05,5.00470810011656e-09,1.41318461069327e-08,0.915627346635048
1.102e-05,5.00588468785286e-09,1.4130658872751e-08,0.915642332859111
1.104e-05,5.00703080416621e-09,1.41295028241385e-08,0.915656369096585
1.106e-05,5.00815555688804e-09,1.41283786383261e-08,0.915670533929261
1.108e-05,5.00925682285074e-09,1.41273120524757e-08,0.915684459742262
1.11e-05,5.01033001522786e-09,1.41262425357114e-08,0.915697998435157
1.112e-05,5.01138080524157e-09,1.41251723741194e-08,0.915711109583451
1.114e-05,5.01240132304321e-09,1.41241283420846e-08,0.915723860422107
1.116e-05,5.01340873945141e-09,1.41231349702722e-08,0.915736557612029
1.118e-05,5.01438153297172e-09,1.41221378564375e-08,0.915748781496164
1.12e-05,5.01533171512838e-09,1.41211922921919e-08,0.915760498467423
1.122e-05,5.01626174158526e-09,1.41202678036195e-08,0.915771985455888
1.124e-05,5.01716454956579e-09,1.41193807449437e-08,0.915783438532948
1.126e-05,5.01804727166692e-09,1.41185076734606e-08,0.915794815794507
1.128e-05,5.01890477260741e-09,1.41176643134187e-08,0.915805492519626
1.13e-05,5.01973641724527e-09,1.41168254480205e-08,0.915815788364998
1.132e-05,5.02054742781489e-09,1.41160043297473e-08,0.915826044438374
1.134e-05,5.02133398539624e-09,1.41152080529594e-08,0.915835868392073
1.136e-05,5.02209734285233e-09,1.4114421366504e-08,0.915845423312148
1.138e-05,5.02283484326684e-09,1.41136998860361e-08,0.915854751527145
1.14e-05,5.02355741244072e-09,1.41130195415685e-08,0.915863715859743
1.142e-05,5.02424881202765e-09,1.41123056109206e-08,0.915872466236774
1.144e-05,5.02491988329666e-09,1.41116005255398e-08,0.915881152756053
1.146e-05,5.02557071220003e-09,1.41109904857567e-08,0.915888900034719
1.148e-05,5.0261983901546e-09,1.41103550089421e-08,0.915896759614033
1.15e-05,5.02680067268094e-09,1.4109723042551e-08,0.915904238073075
1.152e-05,5.02738678101369e-09,1.41091939963561e-08,0.915911779655692
1.154e-05,5.02794454034255e-09,1.41085911104392e-08,0.915918942279145
1.156e-05,5.02848576651008e-09,1.41080520663002e-08,0.915925347523753
1.158e-05,5.02900250681011e-09,1.41075448006272e-08,0.915931938011877
1.16e-05,5.02949547007774e-09,1.41070288836529e-08,0.915938293612369
1.162e-05,5.02996797464572e-09,1.41065791254375e-08,0.915944146070991
1.164e-05,5.03042595200416e-09,1.41061075002106e-08,0.915949845403623
1.166e-05,5.03085380528926e-09,1.41056879523833e-08,0.915955379537111
1.168e-05,5.03126546335462e-09,1.41052946233297e-08,0.91596052169257
1.17e-05,5.03165339099346e-09,1.41048726182565e-08,0.915965394199185
1.172e-05,5.03202293563024e-09,1.4104551443022e-08,0.91597014640664
1.174e-05,5.03236641375599e-09,1.41041550999919e-08,0.915974511311139
1.176e-05,5.03269571012071e-09,1.41038457448461e-08,0.915978452114182
1.178e-05,5.03299974404933e-09,1.41035735389952e-08,0.915982399274925
1.18e-05,5.03328521199053e-09,1.41032303566553e-08,0.915985672301644
1.182e-05,5.03355148756453e-09,1.41029713795709e-08,0.915989316499163
1.184e-05,5.03379391630195e-09,1.41027745963871e-08,0.915992568206276
1.186e-05,5.03402042505328e-09,1.41025504942642e-08,0.915995046896907
1.188e-05,5.03422340453888e-09,1.41023106150888e-08,0.915997593516481
1.19e-05,5.03440807110756e-09,1.41021067700486e-08,0.916000090799888
1.192e-05,5.03457102839419e-09,1.41019600529281e-08,0.916002425182123
1.194e-05,5.03471494466379e-09,1.41018377824835e-08,0.916004190017081
1.196e-05,5.03484047644694e-09,1.41017418883334e-08,0.91600533173583
1.198e-05,5.03494577656247e-09,1.41016323581009e-08,0.916006784890308
1.2e-05,5.03503347623469e-09,1.41015345335988e-08,0.916007920882907
1.202e-05,5.03509746936782e-09,1.41014467057159e-08,0.916008787349515
1.204e-05,5.03514885923387e-09,1.41013883584007e-08,0.916009489778143
1.206e-05,5.03517380047489e-09,1.41013514198947e-08,0.916009887824803
1.208e-05,5.03518336660109e-09,1.4101336614901e-08,0.916009973259368
1.21e-05,5.03517349148754e-09,1.41013514198947e-08,0.916009887824803
1.212e-05,5.03514880851237e-09,1.41013885850913e-08,0.916009698164913
1.214e-05,5.035097816544e-09,1.41014467057159e-08,0.916008913570724
1.216e-05,5.03503370885221e-09,1.41015309639426e-08,0.916008002188537
1.218e-05,5.0349494826273e-09,1.41016299913366e-08,0.916006901281336
1.22e-05,5.03484692693269e-09,1.4101731835009e-08,0.916005737784418
1.222e-05,5.03472708423804e-09,1.4101823565342e-08,0.916004451298713
1.224e-05,5.0345900469701e-09,1.41019482459552e-08,0.916002762165657
1.226e-05,5.0344311395112e-09,1.41020738999077e-08,0.916000764559855
1.228e-05,5.03425605569977e-09,1.41022715931235e-08,0.915998442996903
1.23e-05,5.03406221722859e-09,1.41024998381719e-08,0.915995805941456
1.232e-05,5.0338521026766e-09,1.41027169270235e-08,0.915993611195416
1.234e-05,5.03362637283028e-09,1.4102911971285e-08,0.915990694039119
1.236e-05,5.03337837919647e-09,1.41031456255182e-08,0.915987508996185
1.238e-05,5.03311255988452e-09,1.41034419901993e-08,0.915984414978902
1.24e-05,5.0328322906435e-09,1.41037208338823e-08,0.915980707775482
1.242e-05,5.03253270918408e-09,1.41039761999915e-08,0.915976965196926
1.244e-05,5.03222056707331e-09,1.41043437213711e-08,0.915973133698803
1.246e-05,5.03188771963869e-09,1.41046653484644e-08,0.915968832675701
1.248e-05,5.03153885068389e-09,1.41049998362231e-08,0.915964387757782
1.25e-05,5.03117233152081e-09,1.41053995500303e-08,0.915959976124589
1.252e-05,5.03078971032115e-09,1.41057606962596e-08,0.915955177197944
1.254e-05,5.03038667231538e-09,1.410614099585e-08,0.915950128363693
1.256e-05,5.02996843293541e-09,1.41065806919364e-08,0.915945047610632
1.258e-05,5.02953713492987e-09,1.41069973906767e-08,0.915939595051521
1.26e-05,5.02908910491286e-09,1.41074741319967e-08,0.915933777825224
1.262e-05,5.02862127003121e-09,1.41079099483731e-08,0.915928236731156
1.264e-05,5.02814089532448e-09,1.41084197023545e-08,0.915922017848448
1.266e-05,5.02763673720293e-09,1.41088920657802e-08,0.915915787848589
1.268e-05,5.02712535514504e-09,1.4109421099609e-08,0.915909418692985
1.27e-05,5.02659239546571e-09,1.41099540032855e-08,0.915902709388799
1.272e-05,5.02604522690674e-09,1.41104943088346e-08,0.915895852429745
1.274e-05,5.0254836957975e-09,1.41110910240977e-08,0.915888804273751
1.276e-05,5.0249025684998e-09,1.41116156157074e-08,0.915881586050251
1.278e-05,5.02431128890362e-09,1.4112242585469e-08,0.915874313655978
1.28e-05,5.02369897013938e-09,1.41128571927326e-08,0.915866270778172
1.282e-05,5.02307510981667e-09,1.41134590001749e-08,0.915858605947367
1.284e-05,5.02243330561251e-09,1.41141328349033e-08,0.915850630569423
1.286e-05,5.02177588549737e-09,1.41147719756628e-08,0.915842489264655
1.288e-05,5.02110703980931e-09,1.41154076041068e-08,0.915834247144071
1.29e-05,5.02042191321987e-09,1.41161263107371e-08,0.91582569321959
1.292e-05,5.01971711190924e-09,1.41168482956159e-08,0.915816916029168
1.294e-05,5.01899927669538e-09,1.41175652120342e-08,0.915808064512672
1.296e-05,5.01826969508081e-09,1.4118247404632e-08,0.915798766681718
1.298e-05,5.01752316053062e-09,1.4119024493041e-08,0.915789091789706
1.3e-05,5.01675937432001e-09,1.41197922609084e-08,0.915779709136707
1.302e-05,5.01598353269989e-09,1.41206043231625e-08,0.915770166777158
1.304e-05,5.01519286338282e-09,1.41213475132895e-08,0.915760304969384
1.306e-05,5.01438482273048e-09,1.41221343936972e-08,0.915750127943813
1.308e-05,5.01356885510453e-09,1.41229796638851e-08,0.915740027566215
1.31e-05,5.01273373589267e-09,1.41238046178892e-08,0.91572964168007
1.312e-05,5.01188570898918e-09,1.41246456463267e-08,0.915718967276966
1.314e-05,5.01102241499904e-09,1.41255038365902e-08,0.915708093710059
1.316e-05,5.01014248825486e-09,1.41264134136586e-08,0.915697049848828
1.318e-05,5.00925451675493e-09,1.41273277104322e-08,0.915685830758707
1.32e-05,5.00834512682642e-09,1.4128228968424e-08,0.915674730515883
1.322e-05,5.00742562596155e-09,1.412914173231e-08,0.915663396951672
1.324e-05,5.00649390827687e-09,1.41300768631897e-08,0.91565187801608
1.326e-05,5.00554500225216e-09,1.41310238843944e-08,0.915640004051289
1.328e-05,5.0045869422643e-09,1.41319807356237e-08,0.915627651754849
1.33e-05,5.00361800029529e-09,1.41329586304062e-08,0.915615701416808
1.332e-05,5.00262428630549e-09,1.41339413620986e-08,0.91560333133262
1.334e-05,5.00162744713104e-09,1.41349227281909e-08,0.915590729830364
1.336e-05,5.00061193116638e-09,1.41359256043736e-08,0.915578214130614
1.338e-05,4.99958255980991e-09,1.413693172813e-08,0.915565727571771
1.34e-05,4.99854197764189e-09,1.41379775962341e-08,0.915552146460313
1.342e-05,4.99748903049317e-09,1.41390222560489e-08,0.915539403930628
1.344e-05,4.99642050770166e-09,1.41401083036667e-08,0.915526305839895
1.346e-05,4.99534084571026e-09,1.41412079174e-08,0.9155123184029
1.348e-05,4.99424641350815e-09,1.41423242556398e-08,0.915499016195132
1.35e-05,4.99313860394226e-09,1.4143429296957e-08,0.915485196175009
1.352e-05,4.99202197612417e-09,1.41445291053865e-08,0.915471070537619
1.354e-05,4.99088696155892e-09,1.41456470816228e-08,0.915456914774062
1.356e-05,4.98974432643076e-09,1.41467878124965e-08,0.915442657540589
1.358e-05,4.98858576380809e-09,1.41479517395444e-08,0.91542830432527
1.36e-05,4.98741748823563e-09,1.41491461588754e-08,0.915413699638258
1.362e-05,4.98623532944326e-09,1.41503130416254e-08,0.915399316160248
1.364e-05,4.98503653179156e-09,1.41514934399495e-08,0.915383984972127
1.366e-05,4.98383477094117e-09,1.41527112621752e-08,0.915369551753274
1.368e-05,4.98261657334166e-09,1.41539564097951e-08,0.915353887951912
1.37e-05,4.98137964351149e-09,1.41551676816302e-08,0.915338723233358
1.372e-05,4.98013691315996e-09,1.41564187680011e-08,0.915323342016111
1.374e-05,4.97888122498236e-09,1.41576593642228e-08,0.91530771572508
1.376e-05,4.97761277475051e-09,1.41589315200526e-08,0.915291508925125
1.378e-05,4.97633288971392e-09,1.41602234417281e-08,0.915275894901103
1.38e-05,4.97504032365337e-09,1.41615042760841e-08,0.91525973121617
1.382e-05,4.97373820662882e-09,1.41627977574754e-08,0.915243426424309
1.384e-05,4.97242364663788e-09,1.41641240455437e-08,0.915227327916006
1.386e-05,4.97109699655867e-09,1.4165491956771e-08,0.915210677732526
1.388e-05,4.96975464212509e-09,1.41667634861682e-08,0.915194067707389
1.39e-05,4.96840455810129e-09,1.41681336652198e-08,0.915177642219847
1.392e-05,4.96704512451064e-09,1.41695002475612e-08,0.915160308629552
1.394e-05,4.96566959336313e-09,1.41708667531824e-08,0.915143475431666
1.396e-05,4.96428858124705e-09,1.41722738677216e-08,0.915125974165677
1.398e-05,4.9628917236643e-09,1.41736439166496e-08,0.915109045254787
1.4e-05,4.96148373798004e-09,1.4175081906885e-08,0.915091692010232
1.402e-05,4.96006659284708e-09,1.41764633003381e-08,0.915073795807512
1.404e-05,4.95863649943112e-09,1.41779332331269e-08,0.915055797373961
1.406e-05,4.95719579677226e-09,1.41793215959121e-08,0.915038205413089
1.408e-05,4.95574532125179e-09,1.41808292965335e-08,0.915020424088362
1.41e-05,4.95428199874025e-09,1.41822462175505e-08,0.91500226573732
1.412e-05,4.95281279624202e-09,1.41837504881011e-08,0.914983817292949
1.414e-05,4.95132626496259e-09,1.41852124118808e-08,0.914965288913962
1.416e-05,4.94982967691512e-09,1.41867235193962e-08,0.914946950847658
1.418e-05,4.94832263362762e-09,1.41882131847495e-08,0.914928517780037
1.42e-05,4.94681071022685e-09,1.41897223335853e-08,0.914909714815633
1.422e-05,4.94528128764479e-09,1.41912631806624e-08,0.914890866278251
1.424e-05,4.94374052228215e-09,1.41927987780431e-08,0.914871822976495
1.426e-05,4.9421984861266e-09,1.41943530830632e-08,0.91485252223714
1.428e-05,4.94063557885617e-09,1.41959088949979e-08,0.914833014398819
1.43e-05,4.93906895059853e-09,1.41974845488804e-08,0.914813557501455
1.432e-05,4.93749246557471e-09,1.41990679125719e-08,0.914794121579199
1.434e-05,4.93590346509107e-09,1.42006414697985e-08,0.914774533657889
1.436e-05,4.93430145299492e-09,1.42022434205352e-08,0.914754928982052
1.438e-05,4.93269221523675e-09,1.42038600731971e-08,0.914735048967008
1.44e-05,4.93107185540057e-09,1.42054599855753e-08,0.914714675458685
1.442e-05,4.92944322392042e-09,1.42071030595355e-08,0.914694552509372
1.444e-05,4.92780510398792e-09,1.42087602867483e-08,0.914674552684104
1.446e-05,4.92615495437677e-09,1.42104009399215e-08,0.914654040258953
1.448e-05,4.92449497748553e-09,1.42120234834118e-08,0.914633463262633
1.45e-05,4.92282507858835e-09,1.42137065377436e-08,0.914612742706043
1.452e-05,4.92114684754609e-09,1.42154007067106e-08,0.91459246316993
1.454e-05,4.91946076767152e-09,1.42170912824983e-08,0.914571505659302
1.456e-05,4.91776280787112e-09,1.42187826311089e-08,0.914550721424198
1.458e-05,4.91605458378476e-09,1.42204884880574e-08,0.914529479768753
1.46e-05,4.91433770426338e-09,1.4222213813034e-08,0.914508470142704
1.462e-05,4.9126126544693e-09,1.42239372869105e-08,0.914486901518208
1.464e-05,4.91087409466979e-09,1.42256852424589e-08,0.914465578583427
1.466e-05,4.90912808426372e-09,1.42274298175493e-08,0.914444105719285
1.468e-05,4.90737359788629e-09,1.42291550008778e-08,0.914422492336548
1.47e-05,4.90560757229907e-09,1.42309424248327e-08,0.914400817203546
1.472e-05,4.90383763233522e-09,1.42326987438402e-08,0.914378926123173
1.474e-05,4.90205717979302e-09,1.4234492026678e-08,0.914357077394486
1.476e-05,4.90026490929536e-09,1.4236243909588e-08,0.914335207690802
1.478e-05,4.89846109727679e-09,1.42380855599804e-08,0.914312674089016
1.48e-05,4.89665446151648e-09,1.42399253204031e-08,0.9142903909921
1.482e-05,4.8948349528726e-09,1.42417345736149e-08,0.914268540868896
1.484e-05,4.89300502426955e-09,1.42435379524304e-08,0.91424599699882
1.486e-05,4.89117231296263e-09,1.42453724035221e-08,0.914223319997531
1.488e-05,4.8893285058952e-09,1.42472106862603e-08,0.914200835553255
1.49e-05,4.88747532791483e-09,1.4249073949389e-08,0.914177730467812
1.492e-05,4.88561159087653e-09,1.42509407247504e-08,0.914155134638496
1.494e-05,4.88374024308433e-09,1.42528187418684e-08,0.914131816122146
1.496e-05,4.8818595651769e-09,1.42547024976967e-08,0.914108847409855
1.498e-05,4.87997234727947e-09,1.4256582307885e-08,0.914085724684217
1.5e-05,4.87807304998004e-09,1.42584702042422e-08,0.914062477103861
1.502e-05,4.8761713981685e-09,1.42603739012083e-08,0.914039365850096
1.504e-05,4.87426059098254e-09,1.42622907410412e-08,0.914015629443554
1.506e-05,4.87233450013852e-09,1.42641926197513e-08,0.913991877837368
1.508e-05,4.87040621598755e-09,1.42661584141963e-08,0.913968409498301
1.51e-05,4.86846814579875e-09,1.42680856378884e-08,0.913944651076367
1.512e-05,4.86652230121441e-09,1.42700280995808e-08,0.913920761480222
1.514e-05,4.86456493404852e-09,1.42719655377634e-08,0.913896991883241
1.516e-05,4.86260523781803e-09,1.42739249891521e-08,0.913872842959596
1.518e-05,4.86063206973016e-09,1.42759026157532e-08,0.913848883671521
1.52e-05,4.85865392388936e-09,1.42778799228965e-08,0.913824642398644
1.522e-05,4.8566663535703e-09,1.42798918996967e-08,0.913799940309955
1.524e-05,4.85467140328467e-09,1.42818926757775e-08,0.913775908708842
1.526e-05,4.85266484283999e-09,1.42838702746702e-08,0.913751242302796
1.528e-05,4.85065870369121e-09,1.42858895229099e-08,0.913726952149629
